,close,open,low,high,volume
2015-07-19,277.38,277.9,276.67,283.0,8497.21098972
2015-07-20,277.01,277.38,274.62,278.01,6398.18569119
2015-07-21,279.56,277.12,276.37,281.07,9388.89101964
2015-07-22,276.6,279.56,275.0,281.02,8852.974177150001
2015-07-23,277.14,276.6,275.5,278.32,7445.024089650001
2015-07-24,278.15,277.14,275.79,278.55,6316.770531169999
2015-07-25,288.85,278.54,277.99,290.53,17136.84274297
2015-07-26,288.99,288.85,286.5,292.0,5494.81144487
2015-07-27,287.95,288.99,286.43,294.35,7963.516552999998
2015-07-28,295.1,287.77,286.57,297.44,13911.71485776
2015-07-29,289.41,295.1,288.14,296.08,9029.47904671
2015-07-30,288.92,289.41,287.27,293.2,9780.45340103
2015-07-31,282.31,288.96,281.8,289.2,9358.30999916
2015-08-01,279.65,282.53,279.65,286.15,7234.576583060001
2015-08-02,277.46,279.65,276.57,282.07,6212.817542989998
2015-08-03,283.81,277.92,277.74,284.6,4091.183083740001
2015-08-04,282.02,283.63,280.26,285.8,6529.104648840002
2015-08-05,283.07,282.02,281.01,285.88,6139.480762709999
2015-08-06,279.39,282.92,278.65,283.96,7156.765113509999
2015-08-07,275.01,279.39,274.19,280.0,8531.217297899999
2015-08-08,278.44,275.01,275.0,280.43,5890.30837814
2015-08-09,261.7,278.44,260.41,278.45,11902.9555662
2015-08-10,264.17,261.7,261.45,268.95,7920.088752900001
2015-08-11,265.22,264.58,261.6,266.79,10343.379615609998
2015-08-12,267.86,265.22,264.63,271.5,8417.23895334
2015-08-13,263.19,267.73,263.19,270.41,10554.48862968
2015-08-14,264.75,263.16,262.0,265.98,11301.54116768
2015-08-15,264.87,264.75,264.31,266.99,5637.95978362
2015-08-16,256.19,264.87,255.0,266.0,6887.5483555599985
2015-08-17,257.59,256.19,254.01,259.69,8518.076208830002
2015-08-18,255.79,257.59,254.63,258.39,9110.453599299999
2015-08-19,235.8,255.79,221.11,256.36,23529.62677280001
2015-08-20,233.48,235.94,222.01,236.47,18182.585532180005
2015-08-21,235.93,233.09,228.88,236.66,13878.90304565001
2015-08-22,232.43,235.93,230.66,236.66,12229.28601225
2015-08-23,230.48,232.43,223.01,234.03,15786.645182380002
2015-08-24,221.88,230.48,221.11,232.78,15112.06220811
2015-08-25,212.9,222.08,198.12,223.5,49087.34858922
2015-08-26,223.8,212.46,211.4,228.04,29834.83222258
2015-08-27,225.79,223.8,222.0,231.09,21834.62722563999
2015-08-28,227.22,225.79,220.29,228.89,17275.51017129
2015-08-29,232.47,226.86,225.15,235.93,21501.711503539995
2015-08-30,229.36,232.18,226.67,232.75,13095.139130560005
2015-08-31,226.2,229.36,225.04,230.61,16308.701269350002
2015-09-01,228.16,226.2,224.39,232.49,20443.465108940003
2015-09-02,227.89,228.22,226.0,229.17,20150.76828728
2015-09-03,227.77,227.9,226.6,230.77,22408.75900184
2015-09-04,229.9,227.77,226.33,230.5,22394.62171753
2015-09-05,230.55,229.9,228.26,231.4,15349.099003030002
2015-09-06,239.0,230.55,229.23,242.07,26927.03862355
2015-09-07,241.12,239.0,238.3,244.2,23781.71283428
2015-09-08,243.82,241.12,238.72,245.01,21422.995713630007
2015-09-09,240.37,243.61,238.56,246.24,26137.18745701
2015-09-10,238.0,241.1,234.78,241.1,20478.80172775
2015-09-11,240.49,238.27,237.03,241.65,19165.33530083
2015-09-12,239.09,240.49,237.5,240.92,17477.65999558
2015-09-13,233.91,239.09,233.02,239.76,16791.44928094
2015-09-14,228.88,233.91,223.99,234.81,18942.2986499
2015-09-15,229.06,228.96,225.14,232.92,20018.69920365
2015-09-16,228.81,229.05,226.5,231.0,12436.63411499
2015-09-17,228.0,229.9,223.0,230.25,17491.349303720006
2015-09-18,233.81,228.0,227.0,235.0,20400.75197497
2015-09-19,232.23,233.66,230.83,234.39,16382.636121570002
2015-09-20,230.71,232.23,229.3,232.83,13231.286325710002
2015-09-21,227.11,230.71,226.0,231.7,8835.5921864
2015-09-22,223.58,226.35,223.28,228.19,18812.17845268
2015-09-23,230.3,223.84,223.12,231.96,14404.20736186
2015-09-24,231.11,230.3,228.0,232.98,22473.71750607001
2015-09-25,236.87,231.03,229.2,237.02,25454.43343194
2015-09-26,233.49,237.0,233.19,237.25,11785.827992259998
2015-09-27,233.73,233.57,233.0,235.46,14166.44168136
2015-09-28,236.1,233.73,231.16,237.5,20307.01131045
2015-09-29,238.25,236.1,236.01,240.56,21028.08219955
2015-09-30,236.13,238.25,235.09,238.88,18909.58561876
2015-10-01,236.22,236.01,234.67,237.95,17381.251649450005
2015-10-02,238.27,236.24,235.01,239.44,22365.25703129
2015-10-03,237.95,238.09,235.0,239.06,23816.759688620004
2015-10-04,238.29,237.95,236.95,239.98,11611.75322001
2015-10-05,237.96,238.29,237.1,239.5,13920.740230099995
2015-10-06,240.8,237.66,236.1,241.89,24730.367755579995
2015-10-07,246.0,240.8,240.13,248.19,23394.61990308
2015-10-08,244.09,246.0,242.3,246.09,21336.33414738
2015-10-09,243.44,244.09,242.06,244.76,19012.153475
2015-10-10,243.99,243.74,242.34,246.43,18972.94888182
2015-10-11,245.1,243.99,243.0,246.37,7323.81755648
2015-10-12,247.99,245.1,244.67,248.5,18783.33078718
2015-10-13,247.54,247.99,242.82,248.0,23380.48756111
2015-10-14,250.92,247.03,245.64,250.92,24032.175201870006
2015-10-15,253.78,250.89,248.06,256.46,24732.09740654
2015-10-16,256.82,253.21,250.3,257.02,17773.918329340002
2015-10-17,268.07,256.82,256.26,270.99,36484.7338617
2015-10-18,268.56,268.0,260.8,273.0,18776.84469427
2015-10-19,260.02,268.52,259.95,269.63,14592.83067486
2015-10-20,266.8,260.02,259.82,266.8,24813.678011
2015-10-21,268.29,266.8,265.0,272.95,25386.3964443
2015-10-22,269.71,268.42,264.0,269.78,14942.94138463
2015-10-23,278.5,269.35,269.35,280.04,28027.17317436
2015-10-24,280.0,278.21,273.46,281.6,26751.44362899
2015-10-25,289.48,280.0,278.82,293.49,25693.31864251
2015-10-26,284.3,289.48,279.25,296.0,27802.84962157
2015-10-27,289.32,284.12,283.05,292.99,17439.82121514
2015-10-28,300.25,289.4,287.41,303.67,35854.641880089985
2015-10-29,306.46,300.51,296.49,308.48,28994.0247727
2015-10-30,328.93,306.46,305.08,334.05,41925.60032334
2015-10-31,328.31,328.91,313.5,334.67,27745.3344599
2015-11-01,314.66,328.31,302.99,329.0,27377.410941780006
2015-11-02,327.98,314.66,310.88,329.85,14155.008510799997
2015-11-03,369.0,325.91,324.38,377.92,54093.35591452
2015-11-04,437.09,369.0,364.39,444.44,88282.64893037002
2015-11-05,391.48,437.08,368.11,502.0,106391.08574977003
2015-11-06,377.23,391.11,353.26,417.38,55367.48795032
2015-11-07,380.63,377.2,362.64,396.67,39998.175470520015
2015-11-08,379.12,381.58,371.1,392.82,20858.582948609994
2015-11-09,369.48,379.11,360.54,385.97,27504.01934862001
2015-11-10,380.49,369.49,365.28,386.79,28959.860446110004
2015-11-11,312.0,380.48,300.3,380.49,63419.09454201999
2015-11-12,330.9,312.84,294.0,335.0,44042.88554924001
2015-11-13,333.17,331.87,322.12,344.78,28949.140331780003
2015-11-14,332.41,331.25,325.0,340.0,26564.468890910004
2015-11-15,333.92,332.41,325.45,356.1,19666.862011
2015-11-16,320.0,333.56,314.6,334.65,27702.01096063
2015-11-17,334.7,320.0,317.33,350.44,34048.04974718
2015-11-18,333.62,334.7,330.28,338.93,27162.467148100004
2015-11-19,334.0,333.62,331.32,337.89,25404.210627370005
2015-11-20,318.37,334.0,310.0,336.48,24512.49319460001
2015-11-21,326.68,318.12,315.82,327.38,12280.45115501
2015-11-22,325.59,326.68,324.0,328.94,3432.429232089999
2015-11-23,321.2,325.59,320.13,326.35,4672.37502389
2015-11-24,321.31,321.33,317.0,326.09,6429.98334966
2015-11-25,318.88,321.51,316.0,323.5,8671.07157065
2015-11-26,336.01,318.82,316.85,336.54,12668.030361369994
2015-11-27,350.82,335.9,335.82,369.7,35129.844875390016
2015-11-28,356.36,350.82,350.12,364.8,13939.61580288
2015-11-29,355.54,356.36,351.0,358.78,4034.74389348
2015-11-30,378.01,355.54,355.54,381.71,13069.38034794
2015-12-01,377.99,378.01,367.11,383.0,13981.106899560002
2015-12-02,355.5,377.99,348.64,378.66,18691.6974172
2015-12-03,364.66,355.5,350.71,370.53,12064.22556564
2015-12-04,357.88,364.66,355.92,365.71,10698.244603439998
2015-12-05,372.2,357.88,356.47,373.24,10435.1529669
2015-12-06,388.8,372.25,369.27,399.85,20802.79605726
2015-12-07,387.1,388.76,381.01,397.26,10380.25575531
2015-12-08,393.1,387.73,383.41,399.91,13936.71995284
2015-12-09,418.87,392.8,392.12,422.28,16449.74232475
2015-12-10,411.62,418.33,400.0,424.95,16385.23724882
2015-12-11,421.3,411.81,410.0,424.21,9535.989225340003
2015-12-12,429.88,421.14,403.0,467.8,45495.93903901999
2015-12-13,433.32,429.19,418.0,439.71,13178.39924876
2015-12-14,438.55,434.37,428.42,442.97,10252.775419609998
2015-12-15,454.47,438.55,437.68,456.61,18603.197595020003
2015-12-16,454.97,454.47,436.89,465.0,20880.925189610003
2015-12-17,456.83,454.97,445.22,463.56,16005.281905210006
2015-12-18,464.31,456.23,451.64,465.0,8775.36816167
2015-12-19,463.42,463.11,455.0,466.64,10004.658669789998
2015-12-20,458.76,463.42,452.03,465.9,6719.6009569399985
2015-12-21,434.82,458.75,425.52,460.5,23166.17105637001
2015-12-22,440.5,435.84,431.33,450.0,11911.205312519995
2015-12-23,437.9,440.5,433.06,443.58,9258.721019499997
2015-12-24,456.92,437.94,437.02,458.73,9230.518492819998
2015-12-25,456.01,456.03,449.94,459.54,6033.32764789
2015-12-26,442.82,456.0,439.0,457.45,5823.132498469999
2015-12-27,418.8,441.16,407.25,445.49,25356.51535624
2015-12-28,427.92,418.8,415.22,429.86,6954.048213379998
2015-12-29,423.18,427.92,417.01,429.0,6797.986457109999
2015-12-30,432.06,423.19,418.55,434.97,11571.807989170002
2015-12-31,422.0,433.64,419.99,434.0,6601.35449723
2016-01-01,433.74,422.0,421.0,436.0,6648.219057300002
2016-01-02,432.83,434.06,427.2,435.99,3398.0217844099993
2016-01-03,430.5,432.57,429.03,434.97,3218.19757507
2016-01-04,431.33,430.19,424.06,432.43,4003.0372552000013
2016-01-05,433.0,431.33,429.68,435.86,5642.432379390002
2016-01-06,430.08,433.0,426.54,433.22,5303.898641859999
2016-01-07,450.32,430.08,429.11,450.32,10649.85838733
2016-01-08,451.59,450.32,443.01,465.0,13607.35458057
2016-01-09,450.0,451.58,444.51,457.47,7595.25272317
2016-01-10,445.71,450.0,443.36,452.99,4178.945162859999
2016-01-11,443.04,445.71,438.0,451.13,7530.029935820003
2016-01-12,444.55,443.04,440.24,449.0,4355.604040830001
2016-01-13,432.0,445.75,425.01,447.34,10653.23554428
2016-01-14,429.89,432.0,424.5,434.0,6515.446504740001
2016-01-15,407.18,429.6,407.16,432.1,11049.71540501
2016-01-16,359.03,407.83,359.03,412.02,35155.16722301
2016-01-17,380.22,359.03,352.0,392.07,22621.456341500005
2016-01-18,376.0,380.02,375.0,387.75,6673.989074260001
2016-01-19,383.99,375.87,373.63,388.5,6605.079442349999
2016-01-20,376.5,383.99,372.53,386.92,9734.276278349998
2016-01-21,412.84,375.02,374.98,422.98,23652.57797429
2016-01-22,395.74,412.98,393.82,420.0,11129.172462539998
2016-01-23,389.9,395.69,374.45,401.0,14203.27410732
2016-01-24,388.54,389.9,381.05,393.31,5017.538354470002
2016-01-25,399.58,388.54,386.79,405.97,6227.47897074
2016-01-26,392.5,399.58,385.5,402.12,7702.128530449999
2016-01-27,395.0,392.5,386.2,397.7,6844.920403939997
2016-01-28,380.48,394.98,376.0,396.12,10148.29057188
2016-01-29,376.97,380.32,363.73,384.39,9423.17034307
2016-01-30,377.89,376.97,372.0,383.99,9269.58197479
2016-01-31,378.31,377.89,372.95,380.37,2283.61079775
2016-02-01,373.4,378.49,364.7,379.3,4953.53513654
2016-02-02,373.23,373.05,368.8,378.2,7175.279704490001
2016-02-03,373.24,373.23,369.16,375.0,5748.5464894000015
2016-02-04,372.48,373.24,365.0,374.0,7124.260661040002
2016-02-05,386.41,372.48,371.44,391.88,14004.854868570004
2016-02-06,373.02,386.12,371.35,389.5,8670.60121242
2016-02-07,374.98,373.02,372.55,377.4,3138.52735051
2016-02-08,378.52,374.98,373.04,380.0,2774.957048380001
2016-02-09,371.04,378.52,369.12,378.99,8228.480655050002
2016-02-10,376.5,371.04,371.0,377.01,5769.681049780002
2016-02-11,377.88,376.38,375.87,383.85,9430.26095022
2016-02-12,379.0,377.88,373.54,380.0,7642.024267839999
2016-02-13,387.8,378.6,378.59,388.72,7575.776943509999
2016-02-14,396.67,387.8,382.0,398.87,7988.559756500003
2016-02-15,404.99,396.69,394.45,409.71,8573.53902339
2016-02-16,398.56,404.99,393.4,405.0,6614.208607710001
2016-02-17,410.94,398.56,396.59,411.22,9517.665197540002
2016-02-18,419.3,410.94,410.36,421.11,10829.61799233
2016-02-19,417.16,419.3,414.0,424.9,8676.71663617
2016-02-20,424.67,417.16,416.29,424.67,4717.453647179998
2016-02-21,445.14,424.67,423.52,446.32,12871.27803428
2016-02-22,435.03,445.16,426.0,447.99,9494.10519611
2016-02-23,434.77,435.7,430.94,440.0,6705.124575999997
2016-02-24,415.41,434.77,409.07,435.0,10973.81337443
2016-02-25,423.11,415.41,412.93,426.75,6742.568975499999
2016-02-26,422.7,423.31,418.01,424.66,4503.77469368
2016-02-27,433.0,422.7,422.01,435.0,5014.032414409999
2016-02-28,425.0,432.99,422.29,433.0,3414.126494939999
2016-02-29,433.63,425.0,424.0,437.99,4757.57283444
2016-03-01,429.19,433.2,427.33,440.99,8353.673189379999
2016-03-02,432.7,429.19,427.01,436.19,6054.801395099998
2016-03-03,420.55,432.27,415.85,433.8,7080.579694510001
2016-03-04,423.0,420.55,416.0,424.47,6741.036645880001
2016-03-05,406.61,423.0,402.0,423.0,8938.55281458
2016-03-06,400.99,406.6,382.0,407.21,14868.02133607
2016-03-07,406.0,400.98,400.39,412.31,5500.483610960001
2016-03-08,411.37,406.62,405.72,414.99,6136.927502990001
2016-03-09,409.52,412.0,408.46,413.22,5011.649126869998
2016-03-10,412.43,410.06,408.78,413.51,5284.910060889999
2016-03-11,419.9,412.43,409.31,420.0,5784.45327273
2016-03-12,415.0,419.9,410.13,421.91,6178.081445590003
2016-03-13,413.0,415.0,406.59,416.19,3679.50432648
2016-03-14,413.69,413.01,410.5,417.0,3642.00609581
2016-03-15,415.13,413.19,411.5,417.2,4187.792485930001
2016-03-16,414.16,415.13,412.15,417.43,4280.55012659
2016-03-17,417.0,414.16,413.15,417.97,4215.14547114
2016-03-18,415.11,416.94,413.46,419.0,3877.602086310001
2016-03-19,408.48,415.11,403.34,415.5,6464.69837778
2016-03-20,408.8,408.48,404.1,412.0,2844.2719546799995
2016-03-21,407.04,408.8,406.82,411.96,2161.3858092
2016-03-22,415.98,407.05,406.5,416.0,4272.50433531
2016-03-23,415.34,415.98,413.75,417.5,3473.7971229899995
2016-03-24,415.48,415.31,413.44,419.0,4805.64396921
2016-03-25,416.0,415.31,412.0,417.0,2948.545741390001
2016-03-26,416.98,416.0,412.02,416.99,2250.48337475
2016-03-27,416.85,416.98,414.0,416.99,934.35875458
2016-03-28,422.06,416.85,415.84,427.99,5703.3878965
2016-03-29,422.48,422.06,420.32,424.54,3107.94486099
2016-03-30,411.85,422.48,407.22,422.49,6593.618696140003
2016-03-31,415.04,411.85,409.12,415.99,4277.25472177
2016-04-01,415.2,415.04,411.4,416.99,3779.22510998
2016-04-02,418.61,415.2,413.42,420.0,3824.5211630199988
2016-04-03,417.64,418.29,417.15,419.63,1561.39519699
2016-04-04,418.3,417.64,416.1,419.49,1796.50245087
2016-04-05,420.62,417.44,416.0,422.0,4077.2729155300012
2016-04-06,421.83,420.7,418.8,423.0,3039.1331540099995
2016-04-07,420.19,421.83,418.21,422.79,2523.00318653
2016-04-08,422.2,420.65,417.3,422.2,3527.8818493500007
2016-04-09,415.55,422.2,412.0,423.99,5829.167598899999
2016-04-10,417.73,415.55,414.94,418.72,1830.3626365800005
2016-04-11,420.83,418.2,417.2,421.79,1934.12654178
2016-04-12,422.99,420.12,418.0,425.47,5277.30506284
2016-04-13,424.11,422.99,422.99,426.67,4152.28996759
2016-04-14,422.3,424.11,420.57,425.48,4798.09115508
2016-04-15,424.67,422.3,420.76,425.56,3383.09168106
2016-04-16,432.1,424.67,423.84,432.1,4233.809149919999
2016-04-17,428.77,432.1,381.47,432.87,1634.0256981899995
2016-04-18,429.47,428.77,377.87,430.01,1801.94826769
2016-04-19,428.72,428.66,425.8,429.98,3005.7148208800004
2016-04-20,436.94,428.72,427.02,437.49,4851.18159854
2016-04-21,441.83,436.94,435.81,444.42,7083.906328449999
2016-04-22,445.63,441.83,440.66,452.11,6130.47246405
2016-04-23,445.63,445.63,445.17,450.57,4168.623810460002
2016-04-24,453.38,445.63,444.46,457.8,3078.17676969
2016-04-25,457.45,453.38,447.06,470.02,6537.0009756599975
2016-04-26,466.2,457.45,455.13,469.47,6301.89417443
2016-04-27,467.15,466.2,462.91,469.87,3822.2301015
2016-04-28,445.51,466.32,435.0,467.61,10424.72894952
2016-04-29,448.81,446.34,442.1,451.0,5313.7916534
2016-04-30,452.93,448.81,447.34,456.9,2962.66527889
2016-05-01,450.36,452.93,446.5,454.34,2163.72338497
2016-05-02,448.96,450.36,447.31,453.8,1698.21523297
2016-05-03,442.89,448.93,438.59,449.46,6567.994035309999
2016-05-04,450.63,443.88,443.88,452.0,5218.082617210001
2016-05-05,447.21,450.24,444.15,450.78,3362.67952307
2016-05-06,451.0,447.94,445.11,451.09,3544.05473649
2016-05-07,457.84,451.0,449.41,463.97,4509.9656413799985
2016-05-08,458.0,457.84,455.95,461.0,1592.3224345399994
2016-05-09,456.99,458.0,455.95,459.59,1632.62667329
2016-05-10,460.14,456.99,455.62,464.79,3891.92500226
2016-05-11,453.97,460.05,447.38,461.38,6220.64595745
2016-05-12,449.85,454.14,448.88,455.59,2918.75730883
2016-05-13,453.68,449.85,449.73,455.55,3157.5999185999995
2016-05-14,456.15,453.68,452.31,456.99,2533.73277361
2016-05-15,455.8,455.71,453.51,457.25,1395.8367500000006
2016-05-16,456.37,455.8,454.72,458.08,1653.84994633
2016-05-17,453.49,456.37,451.11,458.0,3708.3096877599987
2016-05-18,454.75,453.49,452.0,454.88,2976.9791406900013
2016-05-19,452.82,454.73,452.0,455.68,2846.6128944299994
2016-05-20,443.38,452.94,435.03,453.21,6697.05352327
2016-05-21,440.43,443.38,435.28,444.41,3258.962958540001
2016-05-22,441.11,441.22,440.01,443.98,944.65338413
2016-05-23,439.71,441.11,435.0,443.38,3045.771560820001
2016-05-24,444.35,440.67,437.4,444.5,2456.873054
2016-05-25,445.99,444.0,442.92,446.37,2997.898389109999
2016-05-26,448.29,445.99,445.77,449.6,4040.90276302
2016-05-27,475.45,448.29,446.98,478.16,7992.413258240002
2016-05-28,496.01,475.15,466.7,498.0,11595.371660340004
2016-05-29,511.09,496.01,480.0,529.08,9595.503398740002
2016-05-30,530.0,511.09,501.0,540.0,8157.32521101
2016-05-31,535.3,530.0,515.0,539.0,6179.730961550002
2016-06-01,533.48,535.31,518.0,548.5,11595.37599296
2016-06-02,537.27,533.48,527.98,542.87,4848.177951139999
2016-06-03,537.4,537.27,529.13,539.99,3762.5144384000005
2016-06-04,582.5,537.4,537.4,585.26,9793.07804077
2016-06-05,572.1,582.5,558.54,588.71,6094.845292860001
2016-06-06,583.9,572.1,566.0,585.0,5632.11096847
2016-06-07,583.88,584.4,579.01,594.44,5005.974204219999
2016-06-08,575.33,583.88,563.0,590.49,5122.258096890001
2016-06-09,579.0,575.33,573.0,584.25,3678.9332155999996
2016-06-10,574.93,579.93,572.0,583.0,3691.4926424399987
2016-06-11,582.24,574.93,573.51,587.09,3702.69797733
2016-06-12,627.0,582.24,580.63,632.89,7172.45073669
2016-06-13,687.5,627.0,625.53,694.44,13177.505097449995
2016-06-14,691.43,689.49,655.79,725.0,16231.21827549
2016-06-15,680.92,690.7,655.0,694.9,9884.906537
2016-06-16,732.98,680.96,672.12,736.0,11144.934587479998
2016-06-17,735.0,732.98,706.37,778.7,18397.33050741
2016-06-18,743.34,735.0,723.02,757.96,8269.73088606
2016-06-19,747.01,744.97,736.03,778.85,5739.005178560001
2016-06-20,755.84,749.8,735.0,764.93,3151.95652311
2016-06-21,708.46,755.84,678.91,760.86,13488.26221342
2016-06-22,669.03,708.48,625.0,714.0,28625.694479500016
2016-06-23,594.42,670.5,540.17,677.63,24642.990036989995
2016-06-24,664.0,594.27,1.5,683.88,22623.81916943
2016-06-25,672.37,664.02,635.12,684.45,10016.88351612
2016-06-26,650.0,673.57,639.4,680.16,4884.1620519399985
2016-06-27,649.98,650.0,608.64,653.67,7806.037825689998
2016-06-28,645.46,648.52,622.0,665.51,6907.074063709999
2016-06-29,633.66,645.46,621.09,654.99,7017.388130520001
2016-06-30,635.94,633.66,626.71,638.88,7754.0283598999995
2016-07-01,673.2,635.94,633.14,684.1,8896.373267249997
2016-07-02,677.47,673.2,664.79,683.48,4131.1901935000005
2016-07-03,683.43,677.47,675.08,704.99,7256.648310389999
2016-07-04,670.38,683.43,640.1,685.72,6366.92026733
2016-07-05,675.23,670.47,663.7,682.36,3817.19050213
2016-07-06,675.03,674.45,661.57,679.0,3191.42732982
2016-07-07,638.79,675.03,632.0,678.43,7435.45450793
2016-07-08,643.61,638.75,605.5,649.98,9337.08462044
2016-07-09,653.99,643.61,636.88,665.99,7129.94556247
2016-07-10,643.86,653.99,626.0,661.0,4794.2121361499985
2016-07-11,648.0,643.86,636.8,659.6,2914.7797877000007
2016-07-12,647.07,648.0,639.31,651.0,2260.0161787799993
2016-07-13,666.87,647.96,647.02,678.0,4538.88687584
2016-07-14,655.0,666.86,651.01,669.97,6255.506470409999
2016-07-15,663.77,655.0,650.01,666.0,2718.82201162
2016-07-16,663.83,663.77,661.46,670.01,3025.46713101
2016-07-17,664.58,663.83,655.0,666.55,1588.64555496
2016-07-18,678.01,664.58,663.81,684.19,3591.63596894
2016-07-19,674.05,678.01,666.12,682.0,2986.3466928300004
2016-07-20,671.63,674.05,666.0,675.0,1675.77629084
2016-07-21,663.51,671.63,660.0,673.44,4077.45631472
2016-07-22,663.67,663.52,661.54,666.3,2150.77298445
2016-07-23,646.0,663.67,645.0,665.21,5260.6459666400015
2016-07-24,653.1,648.29,647.27,656.77,876.3600077699998
2016-07-25,653.53,655.08,651.99,665.0,1650.3312340399993
2016-07-26,646.6,653.53,645.01,657.26,2946.443723090001
2016-07-27,653.86,647.0,645.36,656.62,3179.8205730999994
2016-07-28,654.89,653.86,649.49,659.98,2562.945892200001
2016-07-29,653.02,654.89,652.47,657.89,1782.18112891
2016-07-30,653.21,653.02,653.0,657.48,1155.63798807
2016-07-31,638.5,653.21,630.0,657.5,2684.5043504999994
2016-08-01,622.51,638.5,614.82,638.5,3699.2601327600014
2016-08-02,603.95,622.51,594.21,630.0,6757.2729607699985
2016-08-03,544.61,603.95,465.28,608.81,25463.951177170005
2016-08-04,570.98,543.33,531.16,580.22,13014.36048428
2016-08-05,565.0,570.98,552.0,583.97,6573.284041890001
2016-08-06,565.91,564.99,563.99,581.06,6321.402664270003
2016-08-07,588.85,567.75,562.56,593.33,4163.907681350001
2016-08-08,587.98,588.84,582.12,598.82,2592.89152714
2016-08-09,584.82,587.67,580.05,594.0,3514.110249829999
2016-08-10,584.42,584.82,579.43,589.94,3016.90447354
2016-08-11,592.43,584.42,583.73,603.0,5164.54102681
2016-08-12,589.03,592.43,580.47,597.78,2793.7075427400005
2016-08-13,588.26,589.03,581.71,591.19,1585.0592033499993
2016-08-14,579.38,588.26,575.46,589.98,2092.90366188
2016-08-15,572.49,579.38,556.24,582.5,4134.38826174
2016-08-16,563.51,571.52,554.9,573.69,4897.748951199998
2016-08-17,576.3,563.99,563.79,579.8,4663.45062169
2016-08-18,571.0,576.3,566.02,577.86,4038.30066668
2016-08-19,571.21,571.0,569.0,575.87,3975.31503049
2016-08-20,571.86,571.21,552.3,574.86,4435.947535320001
2016-08-21,580.19,571.86,570.36,583.99,2245.88459963
2016-08-22,576.11,580.19,575.79,581.27,1580.5431304099998
2016-08-23,584.73,576.11,572.5,585.95,5021.997346980002
2016-08-24,579.98,584.51,576.0,584.99,3973.91633216
2016-08-25,572.51,578.4,571.16,582.1,3380.47384643
2016-08-26,577.98,573.66,572.85,582.46,4728.363883939999
2016-08-27,574.17,577.45,572.87,579.95,2436.2755362200005
2016-08-28,571.96,574.15,564.81,575.5,2478.00264396
2016-08-29,573.2,571.96,569.02,575.0,1217.0992344299998
2016-08-30,575.68,573.2,568.55,575.99,3511.65629692
2016-08-31,572.34,575.68,569.5,576.5,3841.4058792600013
2016-09-01,568.92,572.34,568.4,573.92,3387.8760351899987
2016-09-02,569.0,568.92,566.86,572.5,2839.71588272
2016-09-03,572.23,568.45,567.05,574.2,2869.924275529999
2016-09-04,593.42,572.23,569.01,598.64,5193.90810672
2016-09-05,603.01,593.42,593.42,609.05,3605.0116833700013
2016-09-06,603.98,603.76,592.46,605.03,3726.955456299999
2016-09-07,607.34,604.0,602.04,609.74,4493.24652286
2016-09-08,614.2,607.34,604.7,615.92,4110.93013603
2016-09-09,619.78,614.2,612.93,628.98,4973.623404690001
2016-09-10,623.38,619.78,617.74,623.99,2581.3806229
2016-09-11,620.9,623.09,619.05,625.0,1297.19044525
2016-09-12,605.08,620.9,594.63,628.99,6159.257786330001
2016-09-13,606.8,606.64,602.0,609.39,2957.05770656
2016-09-14,607.28,605.29,603.28,609.61,3912.924305019999
2016-09-15,607.96,607.5,606.43,610.69,2158.8602359
2016-09-16,607.03,607.96,602.3,608.89,3257.6150399300004
2016-09-17,604.21,607.7,603.5,608.99,2484.47807376
2016-09-18,603.01,604.21,601.1,607.0,1238.8450286099996
2016-09-19,607.6,603.01,603.01,609.5,1556.85906794
2016-09-20,606.16,607.6,603.0,608.99,2346.07570058
2016-09-21,596.68,606.82,592.1,608.15,3539.0984564099995
2016-09-22,594.6,596.68,592.5,596.72,2999.950861520001
2016-09-23,593.95,594.57,593.0,596.42,2284.76774006
2016-09-24,602.95,593.95,593.81,603.59,3845.9226329999988
2016-09-25,601.24,602.98,597.76,602.99,964.80376624
2016-09-26,599.04,601.25,596.0,601.99,1726.9532078099994
2016-09-27,602.74,599.04,598.14,608.37,4200.37104082
2016-09-28,603.6,602.32,600.02,607.0,2457.5487997499995
2016-09-29,602.58,602.29,601.0,604.9,2395.91518059
2016-09-30,605.49,602.58,602.0,605.99,2581.07232263
2016-10-01,610.96,604.01,603.16,611.91,2872.24390663
2016-10-02,609.25,610.96,609.2,614.28,1181.92957132
2016-10-03,610.23,609.25,605.0,611.22,1387.1160514
2016-10-04,606.7,610.23,605.52,612.98,2621.24075059
2016-10-05,607.5,606.7,604.99,609.73,2517.610055559999
2016-10-06,608.82,607.5,605.91,612.0,2564.352093769999
2016-10-07,610.23,608.82,607.31,610.99,2917.98046249
2016-10-08,613.9,610.97,610.23,616.99,3095.416120790001
2016-10-09,612.27,613.9,611.01,615.17,700.48326259
2016-10-10,614.92,612.27,610.0,616.47,1583.1941388599994
2016-10-11,628.9,613.48,612.41,635.0,5474.44563798
2016-10-12,637.29,628.9,628.42,640.0,5363.5353913200015
2016-10-13,633.76,636.02,632.76,638.0,2270.67144985
2016-10-14,633.45,633.77,630.0,635.99,2908.1190125400008
2016-10-15,638.52,633.45,632.22,642.0,2536.9872428500007
2016-10-16,637.55,638.52,635.18,640.75,1026.6228804
2016-10-17,635.95,637.55,632.1,641.4,2817.98825983
